names,links,research,department
Dr Fiona Earle,https://www.hull.ac.uk/staff-directory/fiona-earle,"

Postgraduate supervision
Fiona welcomes PhD applications in the areas of work-related stress and fatigue. She is particularly interested in applied work in health and safety, and offshore wind.

Completed PhDs

- Tracey Reid, On-call work scheduling: A multi method analysis of psychological effects and moderators (2011)

- Angela Clough, Whiplash Associated Disorder (2014)

Current PhD supervisions 

- Jonathan Huddlestone,Risk and Safety Culture in Offshore Wind (2017)

- Stefi McMaster,Causes and Consequences of Fatigue in Offshore Wind Technicians (2017)

- Sven van As, Fatigue after effects following work, Erasmus exchange student, Radboud University, Netherlands (2017-2018)

",Faculty of Health Sciences
Dr Fran Burbidge,https://www.hull.ac.uk/staff-directory/fran-burbidge,"

Postgraduate supervision
Fran welcomes applications from students interested in the field of mental health.

Current PhD supervisions 

- Working with suicidal people (Collaberative Assessment and Management of Suicidality)

- Continua of self harm through narratives (ClinPsyD)

",Faculty of Health Sciences
Dr Jane Reed,https://www.hull.ac.uk/staff-directory/jane-reed,"

Postgraduate supervision
Having moved to a part-time research contract, Jane's research capacity is currently full.

Completed PhDs

-  Xiaosen Zhang. Diatom-based reconstruction of multi-timescale climate and environmental change from Lakes Dojran and Ohrid in the northeastern Mediterranean region (2015). Hull CSC scholar. 

-  Aleksandra Cvetkoska, Diatoms as Palaeoclimate Indicators in Lake Prespa (Macedonia/Greece), external supervisor for University of Skopje, Macedonia (2014)

-  Kevin Woodbridge, Geomorphology and Palaeoenvironments of SE Iran, comm. member (2014)

-  Zuze Dulanya, Water Quality Impacts on Shallow-Water Fisheries of Malawi, British Commonwealth Split-Site Scholarship for one year's PhD study (2013)

-  Simon Kitcher, Palynological Investigation of the White Peak, Derbyshire, comm. member (2013)

-  Tim Jones, Holocene Lake-Level Change in Lake Ioannina, NW Greece, NERC, external supervisor for University of Leeds (2010)

Current PhD supervisions

-  Robyn Seymour-Jones, Diatom-Climate Response Thresholds in Contrasting Lake Systems, Institute of Energy and Environment, Hull (2017- )

-  Slavica Tofilovska, Skopje, Macedonia, MRes, Diatom-Palaeoclimate Reconstruction during MIS11 in Lake Ohrid, Macedonia / Albania (2015- )

-  Qian Zho, A GIS and Field-Based Study of Fluorosis in NW China, CSC China, committee member (2014- )

-  Hannah Vossel, Late Quaternary Diatom-Based Palaeoenvironmental Reconstruction in Lake Kinneret, Israel, external supervisor for University of Bonn, Germany (2013- )

",Faculty of Science and Engineering
Dr James Aston,https://www.hull.ac.uk/staff-directory/james-aston,"

Postgraduate supervision
Horror cinema, particularly extreme horror and contemporary North American horror. 
 
Completed PhDs 
 
Martin Hall, 1960s British and European Art cinema. 
 
Adam Chapman, The Great Game of History: An Analytical Approach to and Analysis of, the Videogame as a Historical Form. 
 
Lee Freeman, 'The Mild Revolution': The Politics of Ealing Studios. 
 
Emma Horrex, The Representations of the Girl Gang in American Films of the 1990s and 2000s. 
 
Current PhD supervisions 
 
Supervising four PhD researchers whose topics are Folk horror, Italian gothic horror, memory and aging in teenage dystopian fiction and cinema, and the Disney princess franchise. 
 
Also second supervisor for a Sheffield Hallam PhD student as part of NECAH. The thesis is on British Horror Cinema and the Production of Space.

",Faculty of Arts Cultures and Education
Dr Mohamed Khalil,https://www.hull.ac.uk/staff-directory/mohamed-khalil,"

Postgraduate supervision
I welcome applications in  
 
-  Financial reporting including, earnings management, earnings quality and accounting conservatism 
 
-  Corporate governance and ownership structure 
 
-  International financial reporting Standards 
 
Completed PhDs 
 
-  Badriya N Al Shammakhi, 2017, Enhancing Auditors Fraud Risk Assessment by Using Throughput Model as a Decision Aid, second supervisor (2017) 
 
-  Sarra Baroudi, Auditor Selection of Negotiation Strategies: The Effect of Motivational Factors and Bargaining Power under a Throughput Model, second supervisor (2017) 
 
-  Faisal Al Hudithi, Throughput Modelling In Participative Budgeting, second supervisor (2017) 
 
Current PhD supervisions 
 
-  Sandy Harianto, Political Connections, Earnings Management and Firm Value (joint supervisor) 
 
-  Hussen Al-Refiay, IFRS, Earnings Quality, Audit Committee Characteristics and Value Relevance (joint supervisor) 
 
-  Hassan Elgendi, Accounting Conservatism, Earnings Management and Comparability (joint supervisor) 
 
-  Sinan Al-Shaikh, An Exploration of Implementation of International Accounting Standards in the Context of Developing Countries (second supervisor) 
 
-  Do Duc Trung, Improving Banking System's Financial Soundness and Stability: Risk and Return Trade-off Approach (second supervisor)

","Faculty of Business, Law and Politics"
Professor Robert Hudson,https://www.hull.ac.uk/staff-directory/robert-hudson,"

Postgraduate supervision
I welcome applications relating to financial markets, the financial services industry and the financial behaviour of individuals. 
 
Completed PhDs  
 
- Songyao (Shawn)Yao 
 
- Shima Amini 
 
- Marcus Toms 
 
- Andrew Urquhart 
 
- Hanxiong Zhang 
 
- Viktor Manahov 
 
- Fengyuan Shi 
 
- Izidin El Kalak 
 
- Andong Wang 
 
- Said A AL Fazani 
 
- Rizwan Ahmed 
 
 C. Kumpamool 
 
Current PhD Supervisions  
 
- Nikki Than 
 
- Junkai Wang

","Faculty of Business, Law and Politics"
Dr Anastasia Gouseti,https://www.hull.ac.uk/staff-directory/anastasia-gouseti,"

Postgraduate supervision
I welcome PhD applications in the field of educational technologies. 
 
At the moment I am co-supervising the following PGR students: 
 
Rebecca Kelly - Mobile assisted Third Spaces (MATS): Evaluating their potential to support teaching and learning. 
 
Paula Claughton - Disruptions in the narrative: an exploration of teaching assistants’ sense of belonging in the primary school landscape.  
 
Fauwaz Alali - A Case Study of Collaborative Learning and Usage of CSCL Tools Among Foundation Year Students at Hail University in Saudi Arabia.

",Faculty of Arts Cultures and Education
Ms Nicky Clark,https://www.hull.ac.uk/staff-directory/nicky-clark,"

Postgraduate supervision
Involved in the supervision of students undertaking postgraduate study.

",Faculty of Health Sciences
Dr Laura Sadofsky,https://www.hull.ac.uk/staff-directory/laura-sadofsky,"

Postgraduate supervision
Ion channels including the thermo-Transient Receptor Potential (TRP) cation channels TRPA1, TRPV1, TRPV4 and TRPM8 (TRP ankyrin-1, vanilloid-1, vanilloid-4 and melastatin-8) and purinergic receptors P2X2 and P2X3

- Biomedical Microfluidics

- Precision Cut Lung Slices (PCLS)

- Human rhinovirus

- Cough and airways inflammation

Completed PhDs

Knaggs J D, The Modulation of Transient Receptor Potential A1 Channel by Natural and Novel Semi-synthetic Compounds via Non-covalent Modification (2016).

Fraser S D, Peripheral Blood Leukocyte Immune Responses in Sarcoidosis (2016)

Current PhDs 

- Samantha Atkinson

- Arundhasa Chandrabalan

- Rebecca Stinson

",Faculty of Health Sciences
Dr Niaz Shah,https://www.hull.ac.uk/staff-directory/niaz-shah,"

Postgraduate supervision
Islamic law and human rights law: the experience of Pakistan

","Faculty of Business, Law and Politics"
Dr James Hobkirk,https://www.hull.ac.uk/staff-directory/james-hobkirk,"

Postgraduate supervision
James currently co-supervises a number of postgraduate students within the remit of pathophysiology of human disease, metabolic dysregulation and organ specific lipotoxicity. He is particularly interested in the mechanisms and treatment of metabolic dysregulation in the blood and at the tissue and cellular level via nutritional, exercise and pharmaceutical therapies. 
 
Completed PhDs 
 
- Mr Ramiar Kheder, Nutritional strategies to reduce lipogenesis, inflammation and fibrosis in mouse hepatic tissue, isolated macrophages and Hep G2 cells (PhD, with Dr C Stover, University of Leicester) 
 
Current PhD supervisions  
 
- Mr Yama Haqzad, Lipogenic and oxidative gene profiles controlling myocardial energy metabolism (MD) 
 
- Mr Zaheer Tahir, Modulating cardiac energy metabolism in ex vivo right atria and human cardiomyocytes with dicholoracetatev (MD)

",Faculty of Health Sciences
Professor James Connelly,https://www.hull.ac.uk/staff-directory/james-connelly,"

Postgraduate supervision
James welcomes enquiries from prospective PhD students interested in working in

- political philosophy

- voting and electoral systems

- British idealism

- environmental politics and ethics

- military ethics

Completed PhDs

Corinne Wales, 2000; Sarah Wixey, 2001; Deborah Blackman, 2002; Stephen Lake, 2004; Nick Rayner, 2005; Simon Lacey, 2006; Andrew Mayers, 2007; Mark Farwell, 2009; Eylem Atakav, 2009; Ashley Roden Bow, 2012; Dominic Welburn, 2012; Sean Magee, 2012; Adrian Paylor, 2013; Paul Fagan, 2015; James Rogers, 2017; Jonathan Flint 2017; Achara Banjongprasert 2017.

MPhil completions: Jonathan Gordon, 2004; Julian Roche, 2017.

","Faculty of Business, Law and Politics"
Dr Jean Kellie,https://www.hull.ac.uk/staff-directory/jean-kellie,"

Postgraduate supervision
Jean welcomes applications in the areas of critical management studies, discourses of management and leadership, and organisation studies.

Completed PhDs

- Critical Evaluation of a Psychometric Tool for Leadership Development

Current PhD supervisions 

- Employee Voice and Patient Safety Issues in the Ghanaian Context

- Organisation Development in Oman Royal Court Affairs

- Neo-Liberalism in the HE Context

","Faculty of Business, Law and Politics"
Dr Jennifer Loke,https://www.hull.ac.uk/staff-directory/jennifer-loke,"

Postgraduate supervision
Jennifer welcomes applications in the following areas:

- Critical discourse analysis as a research methodology

- Simulation learning and its effects on nurse caring behaviours

- Leadership behaviours and organisational management in healthcare

- Nursing discourse and its effects on: nurse education; interprofessional learning and working organisational performance

- Asynchronous computer mediated conferencing and its effects, particularly on interprofessional healthcare education

Current PhD supervisions 

- Chamanga E, The challenges of recruting and retaining nurses in frontline services in the United Kingdom

",Faculty of Health Sciences
Dr Jian Wang,https://www.hull.ac.uk/staff-directory/jian-wang,"

Postgraduate supervision
Jian is interested in supervising in the area of commodity futures markets, hedge ratios and technique analysis.

","Faculty of Business, Law and Politics"
Mr Justin Morris,https://www.hull.ac.uk/staff-directory/justin-morris,"

Postgraduate supervision
Justin Morris welcomes enquiries from prospective PhD students interested in working in the following areas: great power politics and responsibility; the United Nations Security Council, especially permanent membership; responsibility to protect; the English School of international relations theory.

Completed PhDs

Currently co-supervising doctoral research in genocide in Kurdistan ECOWAS, multiple hegemony and counter-terrorism.

","Faculty of Business, Law and Politics"
Dr Karin Cooper,https://www.hull.ac.uk/staff-directory/karin-cooper,"

Postgraduate supervision
Karin welcomes applications in 
 
-  fostering 
 
-  kinship care 
 
-  looked after children 
 
-  child sexual exploitation 
 
Current PhD supervisions 
 
-  Theresa Redmond - Child Sexual Exploitation 
 
-  Haya Aleshaiwy - Child Protection in a Saudi Arabian Context 
 
-  Nkiru Ikeh - Children's Rights in Nigeria

",Faculty of Health Sciences
Mrs Kelly Dockerty,https://www.hull.ac.uk/staff-directory/kelly-dockerty,"

Postgraduate supervision
Kelly supervises students on both teaching practice and during their final undergraduate research dissertation projects.

",Faculty of Arts Cultures and Education
Dr Laura Rorato,https://www.hull.ac.uk/staff-directory/laura-rorato,"

Postgraduate supervision
Laura welcomes applications for supervision in any area broadly relating to her research.

Completed PhDs

Dr Claudio Brancaleoni, Letteratura e contestazione. Il '68 nella letteratura italiana tra neoavanguardia e postmoderno, Bangor University (2017)

Dr Matthew Mild, The Metousiastics of Culture: European Relativism in Literature and Cinema, Bangor University (2015)

Dr Maria Cristina Seccia, Translating Caterina Edwards' The Lion's Mouth: An Example of Cultural Translation in Practice, Bangor University (2014)

Dr Gerwen Owen, The Jew as dangerous other in early Italian cinema, 1910-1914, Bangor University (2014)

Current PhD supervisions 

Martina Codicé, Literary Representations of the effect and Consequences of Neoliberalism on Contemporary Life in Italy, the UK and the US, Bangor University

",Faculty of Arts Cultures and Education
Dr Lisa Jones,https://www.hull.ac.uk/staff-directory/lisa-jones,"

Postgraduate supervision
Lisa welcomes potential postgraduate research students in any of her research interest areas. She is particularly interested in hearing from those interested in exploring social class identities in education and social class as linked to teaching in schools. 
 
Current PhD supervisions  
 
- Understanding the label of 'disadvantage' among a range of stakeholders in a secondary school setting (EdD) 
 
-Reconceptualising Teaching Excellence: Using Narrative Inquiry and Portraiture to Investigate Success and Teaching Excellence in a Northern University (EdD) 
 
- Novice English Teachers: their sense of teacher identity and its effect on their pedagogical choices (EdD) 
 
- Restorative practice and the role of 'community' in a secondary schooling setting (co-supervising PhD in Law) 
 
- A critical exploration of disability representations and reflections on their influence professional equality and diversity training practice in Higher Education (EdD) 
 
- An exploration of the importance of training in the front line delivery of the UK’s national strategy to combat modern slavery and human trafficking ( PhD in Education, University of Hull Scholarship,  co-supervision Wilberforce Institute for the study of Slavery and Emancipation) 
 
- The spaces of outdoor education, health and well-being in a City of Culture (co-supervising PhD in Geography, University of Hull Scholarship) 
 
- Children’s Perceptions of Flooding and Climate Change in Vietnam’s Mekong Delta (co-supervising PhD in Geography, Energy and Environment Institute, University of Hull Scholarship)

",Faculty of Arts Cultures and Education
Professor Philip Lord Norton of Louth,https://www.hull.ac.uk/staff-directory/philip-lord-norton-of-louth,"

Postgraduate supervision
Lord Norton welcomes enquiries from prospective PhD students interested in working in the following areas.

- Legislative studies

- Comparative legislatures

- UK Parliament

- Conservative Party

Completed PhDs

Since 2000: Ernest Darfour (2017), Wenbo Chen (2015), Webster Kameme (2015), Xingian Yan (2013), Louise Thompson (2013), Lucy Grant (2010), Pedram Saeid (2010), Mandana Naini (2010), Kaifala Marah (2010), Hassan Vakilian (2009), Jose Abel Rivera Sanchez (2001), Cristina Leston-Bandeira (2000).

","Faculty of Business, Law and Politics"
Professor Michael Lind,https://www.hull.ac.uk/staff-directory/michael-lind,"

Postgraduate supervision
Lung and breast cancer, oncogeriatrics, mesothelioma

 Completed PhDs 

10 PhDs2 MDs

Current PhD Supervisor 

1 PhD1 MD

",Faculty of Health Sciences
Professor Mahbub Zaman,https://www.hull.ac.uk/staff-directory/mahbub-zaman,"

Postgraduate supervision
Mahbub is interested in supervising students in auditing, sustainability, corporate governance and reporting.

Completed PhDs

Supervised and / or examined (full-time and visiting) doctoral students from the UK, Spain, Finland, Denmark, Belgium, Thailand, Malaysia and Bangladesh.

","Faculty of Business, Law and Politics"
Dr Mahrukh Doctor,https://www.hull.ac.uk/staff-directory/mahrukh-doctor,"

Postgraduate supervision
Mahrukh Doctor welcomes enquiries from prospective PhD students interested in 
 
- political economy of development (especially Latin America) 
 
- democratisation in Latin America 
 
- business-state relations in Latin America 
 
- regionalism and regional integration (especially south-south) 
 
- emerging powers and global governance

","Faculty of Business, Law and Politics"
Dr Nigel Young,https://www.hull.ac.uk/staff-directory/nigel-young,"

Postgraduate supervision
Matrix isolation studies of  unstable and reactive species

",Faculty of Science and Engineering
Mrs Megan Murray,https://www.hull.ac.uk/staff-directory/megan-murray,"

Postgraduate supervision
Megan welcomes applications in primary mathematics, especially focused on developing content knowledge.

",Faculty of Arts Cultures and Education
Dr Meilan Yan,https://www.hull.ac.uk/staff-directory/meilan-yan,"

Postgraduate supervision
Meilan's research areas of interest for supervision include banking regulation and supervision, behaviour finance, corporate finance, and financial markets.

Current PhD supervisions

-  Nkem Nwadike (joint supervision)

","Faculty of Business, Law and Politics"
Dr Michael McCahill,https://www.hull.ac.uk/staff-directory/michael-mccahill,"

Postgraduate supervision
Michael welcomes applicants in the following areas: surveillance and social control; surveillance, crime and media; ethnographic research on surveillance subjects or agents.

Completed PhDs

- Abdullah Algarni, PhD in criminology, funding: King Fahd College, Riyadh, completed 2012 (principal supervisor)

- Nicky O'Leary, PhD in criminology, funding: self-funded, completed 2011 (principal supervisor)

- Ibrahim Al-haider, PhD in criminology, funding: King Fahd College, Riyadh, completed 2010 (principal supervisor)

Current PhD supervisions 

- Suki Desai, PhD in sociology, The Social Impact of CCTV Surveillance Cameras in Three Mental Health Wards, self-funded (principal supervisor)

- Tom Hammond, PhD in sociology, University of Hull full-time UK/EU PhD scholarship on Surveillance, Migration and Identity in Brexit Britain (principal supervisor)

",Faculty of Arts Cultures and Education
Dr Michael Varney,https://www.hull.ac.uk/staff-directory/michael-varney,"

Postgraduate supervision
Mike enjoys the process of PhD supervision and has been involved in a number of successful projects in the past 10 years.

He would welcome enquiries from those wishing to read for a PhD degree in any of the areas where he has research interests.

Completed PhDs

-  Salah Fakroun, Legal Barriers to Foreign Direct Investment in Libya: A Qualitative Study (2016)

-  Abdulla Alzaben, Barriers and Possible Solutions to Saudi Arabia's Accession to the WTO's Government Procurement Agreement (2016)

-  Kenneth Ajibo, Corporate Governance and Regulation of the Banking Industry in Nigeria: The Need for a Context-Specific Approach (2015)

-  Eghosa Osa Ekhator, Corporate Social Responsibility and the Regulation of Multinationals in the Oil and Gas Sector in Nigeria: Whither Non-State Actors? (2015)

-  Abdullah Al-Masfer, The Regulation of Foreign Direct Investment in the Kingdom of Saudi Arabia through the Spectrum of Administrative Law (2014)

-  Adaeze Ifesi, Legitimacy of Corporate Power: The Definition of Corporate Social Responsibility and an Analysis of Legal Perspectives (2012)

Current PhD supervisions

-  Salim Al-Kharusi, Constitutionalism and the Reform of the Omani Parliament

-  Zheng Zhu, The Implementation of Human Rights Protection in China: A Comparative Study

","Faculty of Business, Law and Politics"
Mr Wayne Williams,https://www.hull.ac.uk/staff-directory/wayne-williams,"

Postgraduate supervision
Mr Williams welcomes applications in the areas of non-human animal ethics and the ethics of terrorism.

","Faculty of Business, Law and Politics"
Mr Nigel Wright,https://www.hull.ac.uk/staff-directory/nigel-wright,"

Postgraduate supervision
Nigel welcomes applications for doctoral research in the areas of leadership and management, educational evaluation and, where appropriate, general educational issues which have a ‘wicked' dimension.

He has worked for three decades with research students from the Middle East and has a particular interest in research in education in this part of the world.

Completed PhDs

-  Binmaboob T., (2015) The Use of Graphic Organisers in the teaching of English as a second language in Saudi Arabia, University of Hull

-  Soteriadou M., (2014) Ethnographic study of teachers practices dealing with inclusion in Cyprus, University of Hull

-  Overton D., (2014 ) Stakeholder perceptions in the development of a Children's University, University of Hull

-  James F., (2013) Developing professional identity in mature entrants to teaching, University of Hull

-  Qassim J., (2009)The development of assessment policy in Qatar, University of Hull

-  Marmara C., (2012) Staff development for Secondary School Teachers in Cyprus, University of Hull

Current PhD supervisions

-  An Investigation into How Child-Centered Education is Constructed in Early Years Education in the Public Sector in Saudi Arabia

-  The Experience of Transition from High School to University: A qualitative exploration of perceptions of first year female students at King Saud University

-  Reflective Learning Practice and Leadership Capacity: A Case Study at Ha'il University School of Education

-  Assessment in secondary schools in Libya

-  The perceptions of three stakeholder groups on the impact of using two western methods (Total Quality Management and School Effectiveness Research) for improving education in Saudi Arabia

-  Exploring the perceptions of informed individuals about the education provisions for Bidoun in Kuwait

",Faculty of Arts Cultures and Education
Dr Ashish Dwivedi,https://www.hull.ac.uk/staff-directory/ashish-dwivedi,"

Postgraduate supervision
Nine students have obtained a PhD degree under my supervision.

","Faculty of Business, Law and Politics"
Dr David Barrett,https://www.hull.ac.uk/staff-directory/david-barrett,"

Postgraduate supervision
Nurse education 
Nurse retention 
Digital Health (including telehealth and eHealth)

",Faculty of Health Sciences
Dr Jean-Sebastien Bouillard,https://www.hull.ac.uk/staff-directory/jean-sebastien-bouillard,"

Postgraduate supervision
PhD applications in areas overlapping with Jean-Sebastien's areas of focus are welcome. 
 
Current PhD supervisions 
 
-  Francesco Viscomi, Controlling light matter interactions at the nanoscale using plasmonic systems, Departmental studentship, started June 2015, Dr. J-S. Bouillard (Primary Supervisor) and Dr Ali Adawi (Second Supervisor) 
 
-  Charlotte Eling, Active nanoscale control of light matter interactions using chemical rulers for cancer diagnostics, University scholarship, started October 2015, Dr. J-S. Bouillard (Primary Supervisor), Graeme Stasiuk (Second Supervisor) and Dr Ali Adawi (Second Supervisor) 
 
-  Peter Robinson, Directed self-assembly for Metamaterials, Physics and Devices: Geometries for Nanophotonic Applications, University of Hull research cluster, start October 2016, Bouillard (Primary Supervisor) and Dr Ali Adawi (Second Supervisor), Professor Georg Mehl (Second Supervisor), Dr. Jia Min Chin (Second Supervisor), Dr. Michael R. Reithofer (Second Supervisor)

",Faculty of Science and Engineering
Dr Catherine Waller,https://www.hull.ac.uk/staff-directory/catherine-waller,"

Postgraduate supervision
Polar Marine ecology, Community ecology, microplastics in marine environment, Vectors for transmission of non-native species into Southern ocean

Completed PhDs 

Andrew Richardson. 2014. Patterns of mussel bed infaunal community structure and function at local, regional and biogeographic scales.

",Faculty of Science and Engineering
Professor Steve Archibald,https://www.hull.ac.uk/staff-directory/steve-archibald,"

Postgraduate supervision
Prof Archibald welcomes applications in all aspects of medical imaging science and positron emission tomography, particularly 
 
- nuclear imaging (PET and SPECT) 
 
- molecular imaging probe development 
 
- radiochemistry 
 
- use of radiometals 
 
- development of receptor protein targeting (small molecules, peptides and antibodies) 
 
- targeted radionuclides for therapy 
 
- radiopharmacy and translational research 
 
Completed PhDs 
 
- Cheryll Allan (2005) 
 
- Christopher Fisher (2005) 
 
- Gary Nicholson (2006) 
 
- Jon Silversides (2006) 
 
- Amanda Sparke (2008) 
 
- Christopher Welch (2009) (2nd Supervisor) 
 
- Graeme McRobbie (2009) 
 
- Ryan Mewis (2009) 
 
- Abid Khan (2010) 
 
- Rachel Smith (2013) 
 
- Benjamin Burke (2013) 
 
- Naomi Jones (2015) (2nd Supervisor)  
 
- Kati Nicholson (2015) 
 
- Ali Al-Zirgani (2016) 
 
- Neazar Baghdadi (2016) 
 
- Seraj Omar Al-Zahrani (2016) 
 
- Mustafa Al-Yassiry (2016) 
 
- Bassim Wahaab (2016) 
 
- David Millar (2016) (2nd supervisor) 
 
- Shubhanchi Nigam (2017) 
 
- Alicja Kownacka (2017) 
 
Current PhD supervisions  
 
- Zainab Abdallah Al-Ali 
 
- Boon-Uma Jowanarhidi 
 
- Hayley Bignell 
 
- Tahani Alresheedi 
 
- Fada Jabber 
 
- Rhiannon Lee 
 
- Isaline Renard 
 
- Rebecca Ullah (2nd supervisor) 
 
- James Thompson (2nd supervisor) 
 
- Noemi Perujo Holland (2nd supervisor)

",Faculty of Health Sciences
Dr Nishikant Mishra,https://www.hull.ac.uk/staff-directory/nishikant-mishra,"

Postgraduate supervision
Prof Mishra welcomes PhD applications broadly in the area of operations and supply chain management including circular economy, waste minimisation, healthcare process improvement, sustainable and low carbon supply chain.

If you are interested in doing PhD with him at Hull Business School, please contact him to discuss your research idea. He strongly believes in PhD by publications and his PhD students have published articles in leading international journals. Students he has supervised in the past are now working as lecturers in renowned business schools in the UK and abroad.

Current PhD supervisions 

Prof Mishra is currently supervising a number of Masters and PhD students.

","Faculty of Business, Law and Politics"
Professor Robin Pearson,https://www.hull.ac.uk/staff-directory/robin-pearson,"

Postgraduate supervision
Prof Pearson is interested in supervising candidates working on a range of topics in modern economic, business and financial history since 1700, including international finance, capital exports, multinational business, corporate governance, urban development and social relations, social capital, mercantile and business networks, the insurance industry, aspects of risk and risk perception, the history of natural disasters, the interface of law, business and politics.

Completed PhDs

-  Mika Suonpaa, British Perceptions of the Balkan Slavs: Professional and Popular Categorisations before 1914 (2008)

Current PhD supervisions

-  George Borrinaga, A History of Community Resilience and Identity Formation in Samar and Lyte, Philippines, 1621-Present

-  Loreta Zydeliene, Conservation Ideas and Economic Realities: Assessing the Effect of the Great Depression on the Lithuanian Forest Landscape 1918-1940

","Faculty of Business, Law and Politics"
Professor Wayne Rodgers,https://www.hull.ac.uk/staff-directory/wayne-rodgers,"

Postgraduate supervision
Prof Rodgers welcomes applications in the area of auditing, knowledge management, and corporate social responsibility. 
 
Completed PhDs 
 
-  Denise Bowen O'Shaughnessy, Tax Compliance Determinants: A Proposed Model for Cross-Country Analysis (2016) 
 
-  Nora Alaniz-Bouqayes, Mapping Decisions of Reporting Asset Misappropriation within an Accounting Department Using Behavioural, Cognitive, and Cultural Traits (2016) 
 
-  Dej-anan Bungkilo, The Role of Audit Committees in Thailand: A Case of Audit Committee Oversight of Risk Management (2016) 
 
-  Badriya N Al Shammakhi, Improving Entrepreneurship Performance: Understanding Fraud Risk Factors (2016) 
 
-  Sarra Baroudi, Auditors' Negotiation Strategies: Joint Effect of Motivational Factor and Bargaining Power (2016) 
 
-  Sheikha S Al Subhi, Performance Audits in the Public Sector: The Need for an Enhanced Social Value (2016) 
 
-  Mouza S Al Habsi, Sustainability Issue: Focusing on Tree and Forgetting the Forest (2016) 
 
-  Mohamed Musa, Ethical Consideration of Influences on the Role of United States, United Kingdom and German Audit Committees: The Impact on Financial Reporting Quality (2016) 
 
-  Eriana Kartadjumena, Stakeholders' Concerns in Corporate Governance Mechanisms, Executive Compensation and Company Performance in Indonesia Commercial Banking (2016) 
 
-  Alisher Erkaboev, Tax Evasion by Uzbekistan's Small and Micro Sized Enterprises:Conceptualised in a Throughput Model (2016) 
 
-  Salem M Al Fayi, Ethical Positions Influencing Boundary Span between Board/CEO and Internal Audit Reporting (2017) 
 
-  Faisal A Al Hudithi, Social Capital and Participative Budgeting: Process-Thinking Prospective (2017) 
 
-  Eyad A Alhendi, The Impact of Foreignness on the Compliance with the International Standards for the Professional Practice of Internal Auditing (2017) 
 
-  Ibrahim E. Albawwat, Throughput Model Embedded in Signaling Theory to Examine the Mechanism of How External Auditors Rely on the Internal Audit Function (2017) 
 
Current PhD supervisions 
 
-  Khaled A Alblowi The Impact of Customer Satisfaction-Related Information on Company's Current and Future Financial Performance 
 
-  Abdulrahman Alharbi, The Impact of Corporate Governance Disclosures on Firm Value in Companies: Using Throughput Model 
 
-  Attah-Boakye Rexford, Cyber Platforms Enhanced by Trust Positions 
 
-  Sinan Last Namesalim, The Obstacles of Implementation of International Accounting Standards: The Case of Iraq 
 
-  James Murray, Accountability in Design of Gambling Environments in a Server-Centric Environment

","Faculty of Business, Law and Politics"
Professor Christopher Wilson,https://www.hull.ac.uk/staff-directory/christopher-wilson,"

Postgraduate supervision
Prof Wilson welcomes applications in Shakespeare and music, 19th and 20th-century English music studies. 
Completed PhDs 
- Frances Jones, The Alphorn and Romantic Art Music (2016) 
- Karen Ounsley, The Seaside Orchestra in Nineteenth Century Britain (2012) 
- Numerous PhDs and Masters theses at Reading University going back to 1980s 
Current PhD supervisions  
- Pam Waddington Muse, Shakespeare Concerts in London 1890s to the 1990 
- Helen Alexander (jointly with Prof Jane Thomas), Thomas Hardy and Musicality 
- Liam Wright (MA), The Public and Private Music of William Lawes

",Faculty of Arts Cultures and Education
Professor Christopher Bovis,https://www.hull.ac.uk/staff-directory/christopher-bovis,"

Postgraduate supervision
Professor Bovis offers supervision for research degrees in the fields of public procurement, public-private partnerships, international and European business law, competition law, state aid, services of general economic interests and industrial policy.

Completed PhDs 

Sultan AlmasoudSalah FakhrounAbdulla AlzabenAbdullah AlmasfarYasser AlmouhaibdAntoinette CallejaGeorge NwangwuMajed AsiriAhmad AldaafaSooter Nomhange

Current PhD supervisors 

Uzma BhattiKeih CaruthersKhalid AlshaikPeter DjabangSooter NomhangeZiwei ZhangSue RaintonMoses OnyoinKatherine BloomfieldPattarin Kiatkamolkul

","Faculty of Business, Law and Politics"
